FLEEPGPPAL:[('LLEDEQPGL', 0.631578947368421), ('ALEEQRGPL', 0.631578947368421), ('FLLPSAPAL', 0.631578947368421), ('FLVEQEGRL', 0.631578947368421), ('VLLEEPLPL', 0.631578947368421)]
ILEPGPVATV:[('MLVEPPVAKV', 0.7), ('ILPVNLKAV', 0.631578947368421), ('ALILGPVLA', 0.631578947368421), ('ALAPGVRAV', 0.631578947368421), ('ALGPEVANV', 0.631578947368421)]
SLEPVLPAAL:[('SLPQVLAQA', 0.7368421052631579), ('SVLEPVLDL', 0.7368421052631579), ('SLEPLPCYQL', 0.7), ('CLEAPLPAV', 0.631578947368421), ('SLPPAQLLL', 0.631578947368421)]
ILEPPDVVAA:[('HLSEDVAGA', 0.631578947368421), ('RLENPVDVV', 0.631578947368421), ('ILHEPEDFA', 0.631578947368421), ('ELVDPVVAA', 0.631578947368421), ('ILFRDVVQA', 0.631578947368421)]
ILEPPVAPAL:[('AIQEFVPAL', 0.631578947368421), ('FLLPSAPAL', 0.631578947368421), ('YIEPPYFPL', 0.631578947368421), ('GLEIVPALL', 0.631578947368421), ('ALPVYPALV', 0.631578947368421)]
FLEPTPPPAA:[('FLLENTLPA', 0.631578947368421), ('LPSPPSPLA', 0.631578947368421), ('HLPTAPPPL', 0.631578947368421), ('FLHEVPAAS', 0.631578947368421), ('TPPPGPASA', 0.631578947368421)]
YLEPGGVLTA:[('YLSGYGVELA', 0.7), ('YLGIVLAAV', 0.631578947368421), ('YLPGVIAAI', 0.631578947368421), ('YKQEPGAGL', 0.631578947368421), ('YLWESPSLA', 0.631578947368421)]
YLEPGVVTAL:[('YLEGYVANL', 0.7368421052631579), ('YLPGVIAAIL', 0.7), ('LLGVIDVTL', 0.631578947368421), ('HLGVPVEAL', 0.631578947368421), ('YLPGVIAAI', 0.631578947368421)]
KLVPGLVATL:[('KLDPGQLVL', 0.7368421052631579), ('KKLDPGQLVL', 0.7), ('KLVPQLVRIL', 0.7), ('ALAVLSVTL', 0.631578947368421), ('KLENGLAAL', 0.631578947368421)]
YLEPPVVVRL:[('YLKNREVRL', 0.631578947368421), ('RLENPVDVV', 0.631578947368421), ('YLEWAPVGV', 0.631578947368421), ('YTLREPPFTL', 0.6), ('MLGWEPVVPL', 0.6)]
LLEPPLVPAL:[('VLLEEPLPL', 0.7368421052631579), ('CLEAPLPAV', 0.631578947368421), ('LLAEPVPGI', 0.631578947368421), ('LLLPFLAIL', 0.631578947368421), ('FLLPSAPAL', 0.631578947368421)]
ILEPGVVAAT:[('YLPGVIAAI', 0.631578947368421), ('ILAAGVALA', 0.631578947368421), ('ILYPAAIVT', 0.631578947368421), ('ILGKVMVTA', 0.631578947368421), ('ELVDPVVAA', 0.631578947368421)]
YLPEPFVATT:[('YTLREPPFTL', 0.6), ('LPFFPDFVTI', 0.6), ('YLPEYKRFFV', 0.6), ('LLAPEFVNI', 0.5263157894736842), ('YLENIDEFV', 0.5263157894736842)]
FLEPPVVPTL:[('ALPHVVPTL', 0.7368421052631579), ('MLGWEPVVPL', 0.7), ('FLSEHPNVTL', 0.7), ('FLPPQTLVT', 0.631578947368421), ('FLMNEVVHT', 0.631578947368421)]
GLEPGLVAPA:[('GLTPIHVAA', 0.631578947368421), ('YLPGVIAAI', 0.631578947368421), ('GLFEELWAA', 0.631578947368421), ('GLLEGLVEV', 0.631578947368421), ('GLEIVPALL', 0.631578947368421)]
YLEPPIPATL:[('YTLREPPFTL', 0.7), ('YLETPKPSI', 0.631578947368421), ('YIEPPYFPL', 0.631578947368421), ('YLYPDITRL', 0.631578947368421), ('TLREPPFTL', 0.631578947368421)]
SLEPGVATAP:[('SLVEAPRATA', 0.7), ('YLPGVIAAI', 0.631578947368421), ('SLPQVLAQA', 0.631578947368421), ('SLILEVQTA', 0.631578947368421), ('TSAPEPATA', 0.631578947368421)]
ILEPGEPAPV:[('IFLEALPEPV', 0.7), ('CLEAPLPAV', 0.631578947368421), ('VIDPVPAPV', 0.631578947368421), ('IPGVPSLAV', 0.631578947368421), ('ILHEPEDFA', 0.631578947368421)]
GLEPPPVAPV:[('MLVEPPVAKV', 0.7), ('FVGPPAPRV', 0.631578947368421), ('VELEKPPPV', 0.631578947368421), ('GLEGVITAV', 0.631578947368421), ('GLEIPEFIVV', 0.6)]
ILEPEAVPTT:[('ILYPAIVGT', 0.631578947368421), ('ILYPAAIVT', 0.631578947368421), ('ILHEPEDFA', 0.631578947368421), ('IQLEVPREA', 0.631578947368421), ('ILYPAAIVTI', 0.6)]
ILEPGVPVPL:[('MLGWEPVVPL', 0.7), ('WLPGPVPHPL', 0.7), ('ALILGPVLA', 0.631578947368421), ('HLGVPVEAL', 0.631578947368421), ('IPGVPSLAV', 0.631578947368421)]
ILEPGVVAAL:[('YLPGVIAAIL', 0.7), ('IVLGGVAGL', 0.631578947368421), ('HLGVPVEAL', 0.631578947368421), ('YLPGVIAAI', 0.631578947368421), ('AILAGVYAL', 0.631578947368421)]
ILEPPLVVTL:[('ILGESVTLP', 0.631578947368421), ('FLPPQTLVT', 0.631578947368421), ('GILDPYLVL', 0.631578947368421), ('ILETLVMLL', 0.631578947368421), ('TLREPPFTL', 0.631578947368421)]
LLEPPPDVTA:[('RLLEPSDMV', 0.631578947368421), ('LLLPPPPSV', 0.631578947368421), ('ALWPPPDRV', 0.631578947368421), ('SLILEVQTA', 0.631578947368421), ('LILEVQTAI', 0.631578947368421)]
SLEPPVVTTT:[('SLQPEKPVV', 0.631578947368421), ('HLIENVVTT', 0.631578947368421), ('LSALPSPVV', 0.631578947368421), ('MLVEPPVAKV', 0.6), ('CLEAPLPAV', 0.5263157894736842)]
ILEPGVAATL:[('LLEKVAATL', 0.7368421052631579), ('YLPGVIAAIL', 0.7), ('ILGESVTLP', 0.631578947368421), ('IVLGGVAGL', 0.631578947368421), ('YLPGVIAAI', 0.631578947368421)]
FLEPGPVATA:[('FLPPQTLVT', 0.631578947368421), ('YLPGVIAAI', 0.631578947368421), ('FLHEVPAAS', 0.631578947368421), ('FLPRRTPTA', 0.631578947368421), ('FLVEGAAAG', 0.631578947368421)]
FLPPPLPPPV:[('ALPPPPPPHL', 0.7), ('FLPPQTLVT', 0.631578947368421), ('FLAPLPHEV', 0.631578947368421), ('LLLPPPPSV', 0.631578947368421), ('ALPPPPPEL', 0.631578947368421)]
YLEGPLVAPT:[('YLHELVIKT', 0.631578947368421), ('YLWESPSLA', 0.631578947368421), ('YLLVLAVTE', 0.631578947368421), ('YLEGYVANL', 0.631578947368421), ('YTLDELPTM', 0.631578947368421)]
FLEPPLLPPD:[('FLCPTGPLL', 0.631578947368421), ('FLDPLLSPS', 0.631578947368421), ('FLEPYIYPL', 0.631578947368421), ('FPLLGPPRGV', 0.6), ('FNLDDPYPLL', 0.6)]
GLEPPLIPAT:[('CLEAPLPAV', 0.631578947368421), ('GLAPPQHLI', 0.631578947368421), ('GLEDLIDAL', 0.631578947368421), ('GLAPLQATV', 0.631578947368421), ('GLEIVPALL', 0.631578947368421)]
ILEPGLVPVT:[('IPGVPSLAV', 0.631578947368421), ('GLVPVVTGI', 0.631578947368421), ('ILGKVMVTA', 0.631578947368421), ('GLLEGLVEV', 0.631578947368421), ('IQAPPGVPV', 0.631578947368421)]
YLEPPVGPAV:[('YLEWAPVGV', 0.7368421052631579), ('MLVEPPVAKV', 0.7), ('CLEAPLPAV', 0.631578947368421), ('APLPRPGAV', 0.631578947368421), ('ALPVYPALV', 0.631578947368421)]
FLEPPVVPAT:[('FLPPQTLVT', 0.631578947368421), ('LLGQEVVPA', 0.631578947368421), ('FLMNEVVHT', 0.631578947368421), ('FLHEVPAAS', 0.631578947368421), ('MLGWEPVVP', 0.631578947368421)]
FLEPPGVTAV:[('GLEGVITAV', 0.7368421052631579), ('AGLEGVITAV', 0.7), ('MLVEPPVAKV', 0.7), ('CLEAPLPAV', 0.631578947368421), ('FLPPQTLVT', 0.631578947368421)]
ILEPGVVTAT:[('ILGKVMVTA', 0.7368421052631579), ('SLILEVQTA', 0.631578947368421), ('LILEVQTAI', 0.631578947368421), ('HLIENVVTT', 0.631578947368421), ('GLEGVITAV', 0.631578947368421)]
ILEPGVVVAL:[('IVLGGVAGL', 0.631578947368421), ('HLGVPVEAL', 0.631578947368421), ('AILAGVYAL', 0.631578947368421), ('FILAAGVAL', 0.631578947368421), ('ILAAGVALA', 0.631578947368421)]
ILEPPFVVAV:[('MLVEPPVAKV', 0.7), ('CLEAPLPAV', 0.631578947368421), ('ILPVNLKAV', 0.631578947368421), ('ILAEFKVRA', 0.631578947368421), ('RISLFVVLV', 0.631578947368421)]
FLVPPPVAAT:[('FLRHPDVAAT', 0.7), ('FVGPPAPRV', 0.631578947368421), ('FLPPQTLVT', 0.631578947368421), ('ELVDPVVAA', 0.631578947368421), ('FLHEVPAAS', 0.631578947368421)]
FLPPPVVVAL:[('FLLPSAPAL', 0.631578947368421), ('FLGGVLVAL', 0.631578947368421), ('FPPVVDFCL', 0.631578947368421), ('FLSPAVFVA', 0.631578947368421), ('ILFSLPPAL', 0.631578947368421)]
ILEPPVPATL:[('ILGESVTLP', 0.631578947368421), ('AIQEFVPAL', 0.631578947368421), ('YIEPPYFPL', 0.631578947368421), ('TLREPPFTL', 0.631578947368421), ('ILVKAIYTL', 0.631578947368421)]
YLEPGLVPPT:[('YLHELVIKT', 0.631578947368421), ('YLEWAPVGV', 0.631578947368421), ('YTLDELPTM', 0.631578947368421), ('YLIENYPLDV', 0.6), ('YTLDELPTML', 0.6)]
SLEPGPVATE:[('SLVEVSGPV', 0.631578947368421), ('SLVEAPRAT', 0.631578947368421), ('PSLPEPHGV', 0.631578947368421), ('SLGDPVEHL', 0.631578947368421), ('SLGHPGPPGV', 0.6)]
LLEPPVVAAA:[('ALLEIPAAKA', 0.7), ('LLGQEVVPA', 0.631578947368421), ('YLVVAVAAI', 0.631578947368421), ('LLEELVTVA', 0.631578947368421), ('YLVVAVAAV', 0.631578947368421)]
ILEGGGPTVL:[('IILEGCTVEL', 0.7), ('ILDGFPMTL', 0.631578947368421), ('IVLGGVAGL', 0.631578947368421), ('ALILGPVLA', 0.631578947368421), ('ILETLVMLL', 0.631578947368421)]
FLEPPGAPAV:[('CLEAPLPAV', 0.631578947368421), ('FVGPPAPRV', 0.631578947368421), ('APLPRPGAV', 0.631578947368421), ('FLLPSAPAL', 0.631578947368421), ('FLSYEAPQA', 0.631578947368421)]
FLEPPGVVVV:[('HLYPPGSTVV', 0.6), ('FPLLGPPRGV', 0.6), ('FLIYERGVEV', 0.6), ('FLEPYIYPLV', 0.6), ('IFLEALPEPV', 0.6)]
SLEPGLVATP:[('SLIPLLVSA', 0.631578947368421), ('SLVEAPRAT', 0.631578947368421), ('PSLPEPHGV', 0.631578947368421), ('SLEERLATL', 0.631578947368421), ('SLCPGEPGL', 0.631578947368421)]
FLEPPVVAAP:[('ELVDPVVAA', 0.631578947368421), ('FLHEVPAAS', 0.631578947368421), ('MLGWEPVVP', 0.631578947368421), ('FLSPAVFVA', 0.631578947368421), ('FLRHPDVAAT', 0.6)]
YLEPEPAAAL:[('SLEEAEASL', 0.631578947368421), ('RLEELPAEL', 0.631578947368421), ('LLEPHEIPL', 0.631578947368421), ('YTLREPPFTL', 0.6), ('HLLEPHEIPL', 0.6)]
YLEPELLVPV:[('FMYPELLPV', 0.7368421052631579), ('YLAPEVLVSV', 0.7), ('GLLEELVTV', 0.631578947368421), ('MLEIPLLTV', 0.631578947368421), ('YLSLLGSPV', 0.631578947368421)]
FLEPPLVATL:[('FLPPQTLVT', 0.7368421052631579), ('FLEPYIYPLV', 0.7), ('FLSEHPNVTL', 0.7), ('FLDEDLKVA', 0.631578947368421), ('FLGGVLVAL', 0.631578947368421)]
YLEPPDLPVL:[('CLEAPLPAV', 0.631578947368421), ('FLYLPRDVL', 0.631578947368421), ('LSAPDILPL', 0.631578947368421), ('YLIDHPVSL', 0.631578947368421), ('VLLEEPLPL', 0.631578947368421)]
ILEPDPVVRL:[('ILEPSRFFL', 0.631578947368421), ('ILSDPEVLA', 0.631578947368421), ('GILDPYLVL', 0.631578947368421), ('KLPDVLNRL', 0.631578947368421), ('ILEHRVRVL', 0.631578947368421)]
LLEPGELATL:[('HLLEEATLV', 0.7368421052631579), ('SLEERLATL', 0.7368421052631579), ('LLPIELDTLV', 0.7), ('SLTEGELTHL', 0.7), ('FLLGLTLGT', 0.631578947368421)]
YLEPPVAPAL:[('YLPGVIAAIL', 0.7), ('YQMEVAQPAL', 0.7), ('YQMEVAQPA', 0.631578947368421), ('YLPGVIAAI', 0.631578947368421), ('FLLPSAPAL', 0.631578947368421)]
YLPPGVVTTL:[('LLGVIDVTL', 0.631578947368421), ('YLPGSRQTL', 0.631578947368421), ('FFYDPGVTL', 0.631578947368421), ('ALPHVVPTL', 0.631578947368421), ('HLYPPGSTVV', 0.6)]
FLEPGVVATV:[('FLGIYVFTV', 0.631578947368421), ('FLMNEVVHT', 0.631578947368421), ('FLSENATVA', 0.631578947368421), ('FLGGVLVAL', 0.631578947368421), ('FLQEVITTV', 0.631578947368421)]
GLEPPVVVPR:[('RLENPVDVV', 0.631578947368421), ('GTLSEFVVV', 0.631578947368421), ('MLGWEPVVP', 0.631578947368421), ('GLEIPEFIVV', 0.6), ('MLGWEPVVPL', 0.6)]
ILEPPVPPTL:[('WLPGPVPHPL', 0.7), ('ILGESVTLP', 0.631578947368421), ('EMPPPSPPL', 0.631578947368421), ('YIEPPYFPL', 0.631578947368421), ('ALPPPPPEL', 0.631578947368421)]
GLEPGGVATL:[('IVLGGVAGL', 0.631578947368421), ('GMPGVLGAL', 0.631578947368421), ('GLGGVLFGI', 0.631578947368421), ('GLLGNGAVL', 0.631578947368421), ('GLPPESGGV', 0.631578947368421)]
SLEPPVPTAV:[('SILETVTAV', 0.7368421052631579), ('MLVEPPVAKV', 0.7), ('CLEAPLPAV', 0.631578947368421), ('SLILEVQTA', 0.631578947368421), ('SVPSPVPAI', 0.631578947368421)]
FLEPPLVPTV:[('FLPPQTLVT', 0.7368421052631579), ('FLEPYIYPLV', 0.7), ('GLLEELVTV', 0.631578947368421), ('MLEIPLLTV', 0.631578947368421), ('FLEKDLDTV', 0.631578947368421)]
ILEPPVLATA:[('ILSDPEVLAA', 0.7), ('ILPVNLKAV', 0.631578947368421), ('ALILGPVLA', 0.631578947368421), ('ILSDPEVLA', 0.631578947368421), ('SLPQVLAQA', 0.631578947368421)]
FLEPDVVTAL:[('FLSEHPNVTL', 0.7), ('FLYLPRDVL', 0.631578947368421), ('FLSPTDVQT', 0.631578947368421), ('FLMNEVVHT', 0.631578947368421), ('FLDEDLKVA', 0.631578947368421)]
GLEPDLVVAL:[('GLEDLIDAL', 0.7368421052631579), ('GLLEELVTVA', 0.7), ('GLLEELVTV', 0.631578947368421), ('GLELALVFL', 0.631578947368421), ('GLAMLVALI', 0.631578947368421)]
ILEPPVVAAL:[('ILEHRVRVL', 0.631578947368421), ('ELVDPVVAA', 0.631578947368421), ('ILGPVLALL', 0.631578947368421), ('LLEKVAATL', 0.631578947368421), ('ILFSLPPAL', 0.631578947368421)]
GLEPPVVVTT:[('RLENPVDVV', 0.631578947368421), ('GLVPVVTGI', 0.631578947368421), ('HLIENVVTT', 0.631578947368421), ('GTLSEFVVV', 0.631578947368421), ('GLEIPEFIVV', 0.6)]
ILEPGPVPTL:[('WLPGPVPHPL', 0.7), ('ILGESVTLP', 0.631578947368421), ('ALILGPVLA', 0.631578947368421), ('IPGVPSLAV', 0.631578947368421), ('YIEPPYFPL', 0.631578947368421)]
ILEPPVVAAA:[('YLVVAVAAI', 0.631578947368421), ('YLVVAVAAV', 0.631578947368421), ('ELVDPVVAA', 0.631578947368421), ('ILAAGVALAA', 0.6), ('ILSDPEVLAA', 0.6)]
ILEPEGVVAL:[('ALQNPEVVAL', 0.7), ('IVLGGVAGL', 0.631578947368421), ('IVLERNPEL', 0.631578947368421), ('HLGVPVEAL', 0.631578947368421), ('AILAGVYAL', 0.631578947368421)]
YLEPGLVPAP:[('CLEAPLPAV', 0.631578947368421), ('YLPGVIAAI', 0.631578947368421), ('YLWESPSLA', 0.631578947368421), ('KYLWESPSLA', 0.6), ('YLIENYPLDV', 0.6)]
FLPPGGLVPA:[('FLGGVLVAL', 0.7368421052631579), ('FLLGLDHVA', 0.631578947368421), ('FLPPQTLVT', 0.631578947368421), ('GLPPESGGV', 0.631578947368421), ('FLGVPKPGL', 0.631578947368421)]
GLEPPIVPVP:[('GLEIPEFIVV', 0.7), ('VELEKPPPV', 0.631578947368421), ('GLEIVPALL', 0.631578947368421), ('GILPMVPEV', 0.631578947368421), ('AGILPMVPEV', 0.6)]
SLEPGILAAV:[('ALEGKILAV', 0.7368421052631579), ('YLGIVLAAV', 0.7368421052631579), ('ALEGKILAV', 0.7368421052631579), ('SLEPEGSITV', 0.7), ('CLEAPLPAV', 0.631578947368421)]
SLEEGGLVTL:[('SLEERLATL', 0.7368421052631579), ('SLTEGELTHL', 0.7), ('GLLEELVTV', 0.631578947368421), ('SLEELLLDA', 0.631578947368421), ('SLREEISLL', 0.631578947368421)]
YLPPPVVLTV:[('VLPSVVPLV', 0.631578947368421), ('YSLPIVLMV', 0.631578947368421), ('YLPPDDPSL', 0.631578947368421), ('YLIDHPVSLT', 0.6), ('PLPPHLTCAV', 0.6)]
SLEPGVVAPT:[('SLVEAPRAT', 0.631578947368421), ('SLQPEKPVV', 0.631578947368421), ('PSLPEPHGV', 0.631578947368421), ('MLGWEPVVP', 0.631578947368421), ('YSPDGVRVA', 0.631578947368421)]
FLEPIGAPTP:[('SLFLGAPFP', 0.631578947368421), ('FLEIETPMM', 0.631578947368421), ('FLEPYIYPL', 0.631578947368421), ('FLEPYIYPLV', 0.6), ('FSLDPEPIAI', 0.6)]
ILEPDLATTL:[('TLEDLAETL', 0.7368421052631579), ('ILGEDLTLDL', 0.7), ('IQVEDLTLV', 0.631578947368421), ('ILLTIPLAL', 0.631578947368421), ('ILFEILAKT', 0.631578947368421)]
GLEPPLVTTV:[('GLLEELVTV', 0.7368421052631579), ('WGLLEELVTV', 0.7), ('GLLEELVTVA', 0.7), ('FLPPQTLVT', 0.631578947368421), ('GLIALVWTV', 0.631578947368421)]
YLEPPLAAAL:[('GLELGAAALL', 0.7), ('YLWESPSLA', 0.631578947368421), ('KLENGLAAL', 0.631578947368421), ('SLLAALAAL', 0.631578947368421), ('GLLPLLAAL', 0.631578947368421)]
YLAPGGAVVT:[('YKILPGGYAV', 0.7), ('YLAPKGFGGV', 0.7), ('ALAPGVRAV', 0.631578947368421), ('SLYGGNAVV', 0.631578947368421), ('YLEWAPVGV', 0.631578947368421)]
ILEPGVPPAP:[('VIDPVPAPV', 0.631578947368421), ('IPGVPSLAV', 0.631578947368421), ('KLGKVPPAV', 0.631578947368421), ('IQLEVPREA', 0.631578947368421), ('SVIDPVPAPV', 0.6)]
FLEPPVLVTT:[('FLPPQTLVT', 0.7368421052631579), ('FLEPYIYPLV', 0.7), ('FLMNEVVHT', 0.631578947368421), ('FLQEVITTV', 0.631578947368421), ('FLNILPPLT', 0.631578947368421)]
YLEPGVVAVT:[('YLGIVLAAV', 0.631578947368421), ('YLPGVIAAI', 0.631578947368421), ('ALAPGVRAV', 0.631578947368421), ('YLLVLAVTE', 0.631578947368421), ('YLVVAVAAI', 0.631578947368421)]
