YLPPPGVAAV:[('YLPDFPAAA', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLPPEAFAF', 0.631578947368421), ('YLIPKGTLVV', 0.6), ('YLPELVHAVV', 0.6)]
YLEPPPLLAA:[('YLPDFPAAA', 0.631578947368421), ('YLPPEAFAF', 0.631578947368421), ('YLLLSAPIYA', 0.6), ('GLEPISPLNL', 0.6), ('FLEKPVVPL', 0.5263157894736842)]
ILEPGVVAVV:[('RLEGVALVV', 0.7368421052631579), ('LLPVVAIRV', 0.631578947368421), ('GLDHEVVAV', 0.631578947368421), ('ILSIPVNAV', 0.631578947368421), ('YLPELVHAVV', 0.6)]
YLEGGVPVAP:[('YLQGVPKGV', 0.631578947368421), ('SLSEGGLVPI', 0.6), ('YLWNELPTVA', 0.6), ('ALVPVPAPAV', 0.6), ('YILFGPSVAL', 0.6)]
YLEPGVGVAV:[('RLEGVALVV', 0.631578947368421), ('LLPVVAIRV', 0.631578947368421), ('YVLGVVTHV', 0.631578947368421), ('GLDHEVVAV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421)]
YLGGGLVVAP:[('YLAGAVGGL', 0.631578947368421), ('YLLGLDAPV', 0.631578947368421), ('YLIPKGTLVV', 0.6), ('SLSEGGLVPI', 0.6), ('YLLGLDAPVA', 0.6)]
YLEPGVLPVP:[('RLEGVALVV', 0.631578947368421), ('LLKEVQLPV', 0.631578947368421), ('LLPGHTVLV', 0.631578947368421), ('YLWNELPTV', 0.631578947368421), ('HLAEPLDPV', 0.631578947368421)]
ILEPGEEVVV:[('VLAEGENEV', 0.631578947368421), ('KILEYVVGV', 0.631578947368421), ('ILRIGGVVLV', 0.6), ('ALMEHPAVVV', 0.6), ('VLEIEEVIQV', 0.6)]
YLEPGPVVVV:[('YVLGVVTHV', 0.631578947368421), ('WLSPPVVVI', 0.631578947368421), ('YLVTKVVVV', 0.631578947368421), ('YLVTKVVVV', 0.631578947368421), ('YLIPKGTLVV', 0.6)]
ILEPGGLPVV:[('SLPGGLVPTV', 0.7), ('ILWIGLPNVV', 0.7), ('RLEGVALVV', 0.631578947368421), ('HLAEPLDPV', 0.631578947368421), ('ILWIGLPNV', 0.631578947368421)]
YLEGGGLAAV:[('KLEGGAQGV', 0.631578947368421), ('YLAGAVGGL', 0.631578947368421), ('YLMEDGQLV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLLGLDAPV', 0.631578947368421)]
LLEPPGAPPV:[('LLPPRLPPA', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('LLWPAPGPI', 0.631578947368421), ('KLQEPPASV', 0.631578947368421), ('YLLPGAPIL', 0.631578947368421)]
FLEGGGLVVV:[('KLEGGAQGV', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('LMVGGVVIV', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('FLLVVSYTV', 0.631578947368421)]
YLEGGLVVAA:[('YVLEVDAAI', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('YLMEDGQLV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLMEDGQLVC', 0.6)]
YLEGEPVAVP:[('FLEKPVVPL', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YPLGPAVITL', 0.6), ('YLPELVHAVV', 0.6)]
YLEPPEEVPA:[('YLPELVHAV', 0.631578947368421), ('YLPPEAFAF', 0.631578947368421), ('RLPTPIPEEV', 0.6), ('YLPELVHAVV', 0.6), ('WYLPELVHAV', 0.6)]
YLEVGPVVAP:[('FLEKPVVPL', 0.631578947368421), ('YLAEVSVVF', 0.631578947368421), ('YLPELVHAVV', 0.6), ('YLWNELPTVA', 0.6), ('ALVPVPAPAV', 0.6)]
FLEPGEVPPA:[('FLEKPVVPL', 0.631578947368421), ('FLNEEVLPL', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLMVTEPGA', 0.631578947368421), ('FVPSPVPAI', 0.5263157894736842)]
LLEPPVGAAA:[('LLQEPIVSA', 0.631578947368421), ('YLPDFPAAA', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('GLLDVTAAA', 0.631578947368421), ('MLPPNTAAA', 0.631578947368421)]
FLEGGVPPVA:[('FVPSPVPAI', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('SLSEGGLVPI', 0.6), ('SLPGGLVPTV', 0.6), ('FVLAGLLGV', 0.5263157894736842)]
YLEPGGGLAA:[('YLAGAVGGL', 0.631578947368421), ('YKLFPEPSGL', 0.6), ('YLLGLDAPVA', 0.6), ('ELFGGVSGL', 0.5263157894736842), ('GITGGLMAI', 0.5263157894736842)]
YLEEPEPVAT:[('YLEEIVTQM', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLPELVHAVV', 0.6), ('WYLPELVHAV', 0.6), ('YLWNELPTVA', 0.6)]
FLEPGLVVPV:[('FLEKPVVPL', 0.7368421052631579), ('RLEGVALVV', 0.631578947368421), ('FLEDVVPDT', 0.631578947368421), ('LLSVVLPSV', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421)]
FLVPEPLVAP:[('FVPSPVPAI', 0.631578947368421), ('FVQTTPPLV', 0.631578947368421), ('FVIEFPLSA', 0.631578947368421), ('FVPPGALYA', 0.631578947368421), ('FLGPEDLWV', 0.631578947368421)]
FLEEGGALPV:[('KLEGGAQGV', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('FLNEEVLPL', 0.631578947368421), ('FLEGQRATL', 0.631578947368421), ('FLHTEGARL', 0.631578947368421)]
YLEGGGVAPP:[('KLEGGAQGV', 0.631578947368421), ('SLSEGGLVPI', 0.6), ('ALGTGGVPEL', 0.6), ('RLQEGVPDM', 0.5263157894736842), ('YVLEVDAAI', 0.5263157894736842)]
FLEPGGVAAV:[('FLEKPVVPL', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421)]
YLLPPGLPPV:[('LLPPRLPPA', 0.7368421052631579), ('YLLGLDAPV', 0.7368421052631579), ('YLLGLDAPVA', 0.7), ('LLPGHTVLV', 0.631578947368421), ('LLWPAPGPI', 0.631578947368421)]
FLEPPVAVVA:[('KLQEPPASVV', 0.7), ('FLEKPVVPL', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('WLSPPVVVI', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421)]
FLEPGGGPAV:[('KLEGGAQGV', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('KLQEPPASV', 0.631578947368421), ('FLMVTEPGA', 0.631578947368421), ('KLQEPPASVV', 0.6)]
ILVEPGAPEA:[('ILVERPELL', 0.631578947368421), ('ILFVGATGA', 0.631578947368421), ('FLMVTEPGA', 0.631578947368421), ('ILVLEPQPWL', 0.6), ('ALVPVPAPAV', 0.6)]
YLEPGGLVPP:[('SLSEGGLVPI', 0.7), ('SLPGGLVPTV', 0.7), ('YLMEDGQLV', 0.631578947368421), ('YLIPKGTLV', 0.631578947368421), ('YKLFPEPSGL', 0.6)]
FLEEGPPVVV:[('FLEKPVVPL', 0.631578947368421), ('WLSPPVVVI', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421), ('LLGPGPVITV', 0.6)]
YLEGGVAAVP:[('YVLEVDAAI', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLPELVHAVV', 0.6), ('WYLPELVHAV', 0.6)]
FLEPGVVVAA:[('FLEKPVVPL', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421)]
ILEPPPPAAV:[('LLPPRLPPA', 0.631578947368421), ('KLQEPPASV', 0.631578947368421), ('KLQEPPASVV', 0.6), ('ALVPVPAPAV', 0.6), ('VLEPAFEIV', 0.5263157894736842)]
YLEGPGLPAA:[('YLPDFPAAA', 0.631578947368421), ('YVLNELPSA', 0.631578947368421), ('YKLFPEPSGL', 0.6), ('SLSEGGLVPI', 0.6), ('YLWNELPTVA', 0.6)]
FLEPPGVVAP:[('FLEKPVVPL', 0.7368421052631579), ('FLPYFVPGV', 0.631578947368421), ('FLEDVVPDT', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421)]
FLGPEVVPVV:[('FLEKPVVPL', 0.631578947368421), ('FLPYFVPGV', 0.631578947368421), ('FLEDVVPDT', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421), ('FLGPEDLWV', 0.631578947368421)]
ILEGGGAPPV:[('KLEGGAQGV', 0.631578947368421), ('ILVGGATWV', 0.631578947368421), ('SLEAMPMPEV', 0.6), ('VLGPCGAPAV', 0.6), ('GIRLEGVALV', 0.6)]
ILEEPVVAVP:[('FLEKPVVPL', 0.631578947368421), ('LLPVVAIRV', 0.631578947368421), ('GLDHEVVAV', 0.631578947368421), ('KILEYVVGV', 0.631578947368421), ('ILSIPVNAV', 0.631578947368421)]
YLEPGGLPVA:[('YLWNELPTVA', 0.7), ('YLLGLDAPVA', 0.7), ('SLPGGLVPTV', 0.7), ('YLMEDGQLV', 0.631578947368421), ('YLWNELPTV', 0.631578947368421)]
YLEPGLVAPV:[('YLPELVHAV', 0.7368421052631579), ('YLLGLDAPV', 0.7368421052631579), ('YLIPKGTLVV', 0.7), ('YLPELVHAVV', 0.7), ('WYLPELVHAV', 0.7)]
FLEPGVVPPP:[('FLEKPVVPL', 0.7368421052631579), ('FLEDVVPDT', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421), ('FMTPPVPPPV', 0.6)]
YLEGPLGVAA:[('YVLEVDAAI', 0.631578947368421), ('YLMEDGQLV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLELLGHVL', 0.631578947368421), ('YLMGCIPLV', 0.631578947368421)]
YLEPGGVPVP:[('SLPGGLVPTV', 0.7), ('GLYPVPVPL', 0.631578947368421), ('YLQGVPKGV', 0.631578947368421), ('YLIPKGTLVV', 0.6), ('SLSEGGLVPI', 0.6)]
ILEEPVEVPA:[('FLEKPVVPL', 0.631578947368421), ('ILKEVEYRA', 0.631578947368421), ('ILEIEHDPSV', 0.6), ('VDLFETPVEA', 0.6), ('ILYEYLAEV', 0.5263157894736842)]
ILEGPILVAV:[('RLEGVALVV', 0.631578947368421), ('LLQEPIVSA', 0.631578947368421), ('ILSINVATV', 0.631578947368421), ('ILFGPSVAL', 0.631578947368421), ('VIGPQLVHV', 0.631578947368421)]
YLEEGGLGAP:[('YLLPGAPIL', 0.631578947368421), ('YLLGLDAPV', 0.631578947368421), ('SLSEGGLVPI', 0.6), ('SYLLPGAPIL', 0.6), ('YLLGLDAPVA', 0.6)]
FLEELVVPAA:[('FLEKPVVPL', 0.631578947368421), ('FLNEEVLPL', 0.631578947368421), ('FLEDVVPDT', 0.631578947368421), ('FLLESEYAA', 0.631578947368421), ('SLLESLVLVA', 0.6)]
ILEPPPGVAL:[('GIRLEGVALV', 0.7), ('RLEGVALVV', 0.631578947368421), ('ILFGPSVAL', 0.631578947368421), ('ILEDEQPGL', 0.631578947368421), ('ILVLEPQPWL', 0.6)]
YLPPPEVVVV:[('WLSPPVVVI', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLVTKVVVV', 0.631578947368421), ('YLVTKVVVV', 0.631578947368421), ('YLAEVSVVF', 0.631578947368421)]
FLEPGLEVAV:[('RLEGVALVV', 0.631578947368421), ('FLIPMLETV', 0.631578947368421), ('FLLVTAVTL', 0.631578947368421), ('GLDHEVVAV', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421)]
LLPPVGVAAV:[('LLPVVAIRV', 0.7368421052631579), ('WLSPPVVVI', 0.631578947368421), ('LLDVTVAQV', 0.631578947368421), ('RLPDPQIVAV', 0.6), ('LLGPGPVITV', 0.6)]
YLEPPIGAVP:[('YLPPANTFV', 0.631578947368421), ('ELIEIIGAV', 0.631578947368421), ('KLQEPPASV', 0.631578947368421), ('RLPDPQIVAV', 0.6), ('KLQEPPASVV', 0.6)]
FLEGGLLPVA:[('FVLAGLLGV', 0.631578947368421), ('GLLPVHWMA', 0.631578947368421), ('ILFLEGFLL', 0.631578947368421), ('FLLTYLVAV', 0.631578947368421), ('VLGGLRPFV', 0.631578947368421)]
FLEPGPVPPA:[('FVPSPVPAI', 0.631578947368421), ('FLEKPVVPL', 0.631578947368421), ('LLPPRLPPA', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLMVTEPGA', 0.631578947368421)]
YLEGGLAAAV:[('KLEGGAQGV', 0.631578947368421), ('LLLRAAATV', 0.631578947368421), ('YLMEDGQLV', 0.631578947368421), ('GLAPAAGLV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421)]
FLEPPGLVPL:[('FLEKPVVPL', 0.7368421052631579), ('FLNEEVLPL', 0.631578947368421), ('FLPYFVPGV', 0.631578947368421), ('ILFLEGFLL', 0.631578947368421), ('FMLYELQVL', 0.631578947368421)]
FLEGGLVVAV:[('RLEGVALVV', 0.631578947368421), ('FLLVTAVTL', 0.631578947368421), ('LLPVVAIRV', 0.631578947368421), ('GLDHEVVAV', 0.631578947368421), ('LMVGGVVIV', 0.631578947368421)]
FLEGGVLPPP:[('FLNEEVLPL', 0.631578947368421), ('FMDEGGMVL', 0.631578947368421), ('SLSEGGLVPI', 0.6), ('FMDEGGMVLT', 0.6), ('RFMDEGGMVL', 0.6)]
ILEEGVVVPV:[('RLEGVALVV', 0.631578947368421), ('ILRIGGVVLV', 0.6), ('TLNDGVVVRV', 0.6), ('IDLHDVTVPV', 0.6), ('GIRLEGVALV', 0.6)]
ILEPGLPVAA:[('ILQGLAFAL', 0.631578947368421), ('HLAEPLDPV', 0.631578947368421), ('ILFTELAAA', 0.631578947368421), ('ILWIGLPNV', 0.631578947368421), ('AILQGLAFA', 0.631578947368421)]
LLEPEIGAAV:[('VLEPAFEIV', 0.631578947368421), ('SLEEKIAVL', 0.631578947368421), ('LLIGDGAGV', 0.631578947368421), ('LLQEPIVSA', 0.631578947368421), ('ELIEIIGAV', 0.631578947368421)]
YLEPPPVAPP:[('YLWNELPTVA', 0.6), ('FLEKPVVPL', 0.5263157894736842), ('YVLEVDAAI', 0.5263157894736842), ('LLQEPIVSA', 0.5263157894736842), ('MLAAEPPTA', 0.5263157894736842)]
YLEGGLVPPV:[('SLSEGGLVPI', 0.7), ('SLPGGLVPTV', 0.7), ('RLEGVALVV', 0.631578947368421), ('YLMEDGQLV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421)]
YLEPPPVEAV:[('YLNVQEAVL', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLPPEAFAF', 0.631578947368421), ('YLPMVENEV', 0.631578947368421), ('ALPPEAHVL', 0.631578947368421)]
FLEPGGLVAL:[('RLEGVALVV', 0.631578947368421), ('FLLVTAVTL', 0.631578947368421), ('ILFLEGFLL', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLPILSPAL', 0.631578947368421)]
YLEPEGVVAA:[('YVLEVDAAI', 0.631578947368421), ('YLNHEEGHV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLPPEAFAF', 0.631578947368421), ('YLIPKGTLVV', 0.6)]
FLEPPGVAVV:[('RLEGVALVV', 0.7368421052631579), ('KLQEPPASVV', 0.7), ('FLEKPVVPL', 0.631578947368421), ('FLPYFVPGV', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421)]
YLEPPPVVAP:[('FLEKPVVPL', 0.631578947368421), ('YLWNELPTVA', 0.6), ('KLQEPPASVV', 0.6), ('YVLEVDAAI', 0.5263157894736842), ('LLQEPIVSA', 0.5263157894736842)]
YLEVEGVVAV:[('RLEGVALVV', 0.631578947368421), ('YVLGVVTHV', 0.631578947368421), ('GLDHEVVAV', 0.631578947368421), ('LMVGGVVIV', 0.631578947368421), ('YLNHEEGHV', 0.631578947368421)]
LLEPPVAVAP:[('FLEKPVVPL', 0.631578947368421), ('LLQEPIVSA', 0.631578947368421), ('LLPVVAIRV', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421), ('HLLEAVEKA', 0.631578947368421)]
FLEPGVLVVP:[('FLEKPVVPL', 0.7368421052631579), ('RLEGVALVV', 0.7368421052631579), ('FLNEEVLPL', 0.631578947368421), ('LLPGHTVLV', 0.631578947368421), ('FLEDVVPDT', 0.631578947368421)]
ILEGGPVGAP:[('ILFGPSVAL', 0.631578947368421), ('YILFGPSVAL', 0.6), ('VLGPCGAPAV', 0.6), ('GIRLEGVALV', 0.6), ('ELFGGVSGL', 0.5263157894736842)]
YLEEGVEVVP:[('RLEGVALVV', 0.631578947368421), ('YVLGVVTHV', 0.631578947368421), ('YLNHEEGHV', 0.631578947368421), ('YLAGQAEVV', 0.631578947368421), ('YLPELVHAVV', 0.6)]
FLEPGAVPPV:[('FLEKPVVPL', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('FLMVTEPGA', 0.631578947368421)]
YLEPPGALVP:[('RLEGVALVV', 0.631578947368421), ('YLPPANTFV', 0.631578947368421), ('YLMEDGQLV', 0.631578947368421), ('KLQEPPASV', 0.631578947368421), ('YLLPGAPIL', 0.631578947368421)]
FLEPPPLVAA:[('FLEKPVVPL', 0.631578947368421), ('FLATPALPPL', 0.6), ('FMLYELQVLA', 0.6), ('FLDTPQQVAA', 0.6), ('FVPSPVPAI', 0.5263157894736842)]
FLEPGVVPAA:[('FLEKPVVPL', 0.7368421052631579), ('FLEDVVPDT', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421)]
LLGPGPVAVP:[('LLGPGPVITV', 0.8), ('VLGPCGAPAV', 0.7), ('LLPVVAIRV', 0.631578947368421), ('LLPGHTVLV', 0.631578947368421), ('RLPDPQIVAV', 0.6)]
LLEPGGPPAV:[('KLEGGAQGV', 0.631578947368421), ('LLIGDGAGV', 0.631578947368421), ('LLPPRLPPA', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('KLQEPPASV', 0.631578947368421)]
YLEPPPLLVV:[('YLPELVHAV', 0.631578947368421), ('YLELLGHVL', 0.631578947368421), ('YLIPKGTLVV', 0.6), ('YLPELVHAVV', 0.6), ('YLPAANHLLV', 0.6)]
FLEGVGGVVP:[('KLEGGAQGV', 0.631578947368421), ('FLEKPVVPL', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('FLEDVVPDT', 0.631578947368421), ('LMVGGVVIV', 0.631578947368421)]
YLEPPVPVAP:[('GLYPVPVPL', 0.631578947368421), ('YLWNELPTVA', 0.6), ('KLQEPPASVV', 0.6), ('ALVPVPAPAV', 0.6), ('FVPSPVPAI', 0.5263157894736842)]
LLGPGGLAPA:[('YLLGLDAPVA', 0.7), ('VLGPCGAPAV', 0.7), ('LLPPRLPPA', 0.631578947368421), ('ILLGGQLGL', 0.631578947368421), ('YLLPGAPIL', 0.631578947368421)]
