YLEGPGLVPA:[('SLSEGGLVPI', 0.7), ('YLMEDGQLV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLMGCIPLV', 0.631578947368421), ('YKLFPEPSGL', 0.6)]
YLPPGGVIVP:[('LMVGGVVIV', 0.631578947368421), ('YLIPKGTLVV', 0.6), ('GLMVGGVVIV', 0.6), ('LLGPGPVITV', 0.6), ('SLPGGLVPTV', 0.6)]
YLEPGGGPPP:[('KLEGGAQGV', 0.5263157894736842), ('YLGGEDNGI', 0.5263157894736842), ('SLYGPPPTS', 0.5263157894736842), ('YLLPGAPIL', 0.5263157894736842), ('VLDGPPTPV', 0.5263157894736842)]
YLEPGLVAVV:[('YLPELVHAVV', 0.8), ('YLPELVHAV', 0.7368421052631579), ('YLIPKGTLVV', 0.7), ('WYLPELVHAV', 0.7), ('RLEGVALVV', 0.631578947368421)]
LLEGPVVAAA:[('LLQEPIVSA', 0.631578947368421), ('LLPVVAIRV', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421), ('GLLDVTAAA', 0.631578947368421), ('LLGPGPVITV', 0.6)]
LLEPGEIAAP:[('LLQEPIVSA', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLLESEYAA', 0.631578947368421), ('LLGDKEISA', 0.631578947368421), ('YLLPGAPIL', 0.631578947368421)]
ILPPGGIPAA:[('ILQGLAFAL', 0.5263157894736842), ('FLPWIIKAA', 0.5263157894736842), ('ILPQGLTWI', 0.5263157894736842), ('YLPDFPAAA', 0.5263157894736842), ('LLPPRLPPA', 0.5263157894736842)]
YLEGGGVPVP:[('KLEGGAQGV', 0.631578947368421), ('YLQGVPKGV', 0.631578947368421), ('SLSEGGLVPI', 0.6), ('ALGTGGVPEL', 0.6), ('SLPGGLVPTV', 0.6)]
LLEPGLLAVP:[('NLLPGLRKL', 0.631578947368421), ('LLPGHTVLV', 0.631578947368421), ('LLFPLLWAL', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('SLLGRLARV', 0.631578947368421)]
FLEEGLLPPA:[('FLNEEVLPL', 0.631578947368421), ('ILFLEGFLL', 0.631578947368421), ('FLKEDEQLQL', 0.6), ('FMLYELQVLA', 0.6), ('FVLAGLLGV', 0.5263157894736842)]
ILEGGLVVAV:[('RLEGVALVV', 0.631578947368421), ('LLPVVAIRV', 0.631578947368421), ('GLDHEVVAV', 0.631578947368421), ('LMVGGVVIV', 0.631578947368421), ('QISGLLVAV', 0.631578947368421)]
FLEPGLPAAP:[('KLFLQEPGA', 0.631578947368421), ('FLPILSPAL', 0.631578947368421), ('FLMVTEPGA', 0.631578947368421), ('FLATPALPPL', 0.6), ('FLEKPVVPL', 0.5263157894736842)]
YLEPGIVAVA:[('RLEGVALVV', 0.631578947368421), ('LLQEPIVSA', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLIPKGTLVV', 0.6), ('YLPELVHAVV', 0.6)]
FLGPGVAPAP:[('VLGPCGAPAV', 0.7), ('FLATPALPPL', 0.6), ('ALVPVPAPAV', 0.6), ('FLDTPQQVAA', 0.6), ('FLQGPGAVHI', 0.6)]
LLEPEGPAAA:[('YLPDFPAAA', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLLESEYAA', 0.631578947368421), ('MLPPNTAAA', 0.631578947368421), ('ALSTLPPTA', 0.5263157894736842)]
ILVGGPGLVA:[('ILFGPSVAL', 0.631578947368421), ('IILGPNTGL', 0.631578947368421), ('ILLGGQLGL', 0.631578947368421), ('ILVGGATWV', 0.631578947368421), ('ILFVGATGA', 0.631578947368421)]
YLLEPGVAPA:[('YLLPGAPIL', 0.7368421052631579), ('SYLLPGAPIL', 0.7), ('YLLPGAPILS', 0.7), ('YVLEVDAAI', 0.631578947368421), ('LLQEPIVSA', 0.631578947368421)]
FLEPGGPPVI:[('SLSEGGLVPI', 0.6), ('LLGPGPVITV', 0.6), ('FLSEPSDAVI', 0.6), ('SLPGGLVPTV', 0.6), ('SLPDKGPVTI', 0.6)]
FLEPGPVVAA:[('FLEKPVVPL', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421), ('FLMVTEPGA', 0.631578947368421)]
ILEPGLGAPV:[('KLEGGAQGV', 0.631578947368421), ('ILYEYLAEV', 0.631578947368421), ('YINSGLGAV', 0.631578947368421), ('HLAEPLDPV', 0.631578947368421), ('ILWIGLPNV', 0.631578947368421)]
FLEPVGVAIV:[('LLPVVAIRV', 0.7368421052631579), ('VLEPAFEIV', 0.631578947368421), ('FLEKPVVPL', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('FLLCGVIYV', 0.631578947368421)]
YLEPGLVAVP:[('YLPELVHAV', 0.7368421052631579), ('YLIPKGTLVV', 0.7), ('YLPELVHAVV', 0.7), ('WYLPELVHAV', 0.7), ('FLEKPVVPL', 0.631578947368421)]
ILGPGLVPPV:[('SLPGGLVPTV', 0.7), ('VIGPQLVHV', 0.631578947368421), ('IILGPNTGL', 0.631578947368421), ('VLDGPPTPV', 0.631578947368421), ('SVLDGPPTPV', 0.6)]
LLEPPLIAPP:[('LLPPRLPPA', 0.7368421052631579), ('LLQEPIVSA', 0.631578947368421), ('LVLELPPTL', 0.631578947368421), ('LLWPAPGPI', 0.631578947368421), ('KLLELIHRLA', 0.6)]
ILEPGLLIVV:[('ILYEHGLLC', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('ILIPCLDLV', 0.631578947368421), ('NLPYLIVGV', 0.631578947368421), ('VLAGLLGVV', 0.631578947368421)]
ILEPGPLIAP:[('IILGQPLSI', 0.631578947368421), ('ILPQGLTWI', 0.631578947368421), ('ILSGPNLFI', 0.631578947368421), ('ILEDEQPGL', 0.631578947368421), ('ILVLEPQPWL', 0.6)]
LLPPGGVLVV:[('LLPGHTVLV', 0.7368421052631579), ('SLPGGLVPTV', 0.7), ('VLLPVLSFV', 0.631578947368421), ('VLLTGLHVV', 0.631578947368421), ('RLEGVALVV', 0.631578947368421)]
ILEPPGIVIA:[('LLQEPIVSA', 0.631578947368421), ('FIDEIDVIA', 0.631578947368421), ('ILQVGVINA', 0.631578947368421), ('RLPDPQIVAV', 0.6), ('VLFPEGFVIA', 0.6)]
ILEPPVVAPP:[('FLEKPVVPL', 0.631578947368421), ('KLQEPPASVV', 0.6), ('RIDEVVPRA', 0.5263157894736842), ('LLQEPIVSA', 0.5263157894736842), ('MLAAEPPTA', 0.5263157894736842)]
ILEPEGVIVP:[('VLEPAFEIV', 0.631578947368421), ('FLEKPVVPL', 0.631578947368421), ('VLFPEGFVI', 0.631578947368421), ('LLGPGPVITV', 0.6), ('VLFPEGFVIA', 0.6)]
FLEPGLVPAI:[('SLSEGGLVPI', 0.7), ('FVPSPVPAI', 0.631578947368421), ('FLEKPVVPL', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLWGLSCAI', 0.631578947368421)]
LLPPGIILAP:[('LLAKEGIIL', 0.631578947368421), ('LLPPRLPPA', 0.631578947368421), ('LLWPAPGPI', 0.631578947368421), ('TLMSLGIIL', 0.631578947368421), ('LLAGAVIIA', 0.631578947368421)]
FLEPVLVPAA:[('FLEKPVVPL', 0.7368421052631579), ('FLNEEVLPL', 0.631578947368421), ('FLEDVVPDT', 0.631578947368421), ('FLPILSPAL', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421)]
FLEEPVIAAV:[('FLEKPVVPL', 0.631578947368421), ('SLEEKIAVL', 0.631578947368421), ('FLPWIIKAA', 0.631578947368421), ('FLLESEYAA', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421)]
YLEPGLLVPP:[('YLMEDGQLV', 0.631578947368421), ('VLPGLLCTV', 0.631578947368421), ('YLELLGHVL', 0.631578947368421), ('YLIPKGTLV', 0.631578947368421), ('YKLFPEPSGL', 0.6)]
YLEPGLLVPV:[('YLIPKGTLVV', 0.7), ('SLPGGLVPTV', 0.7), ('RLEGVALVV', 0.631578947368421), ('VLAGLLGVV', 0.631578947368421), ('YLMEDGQLV', 0.631578947368421)]
YLEPPAGAAP:[('YLPDFPAAA', 0.7368421052631579), ('YLLPGAPIL', 0.631578947368421), ('YLPPEAFAF', 0.631578947368421), ('SYLLPGAPIL', 0.6), ('YLLPGAPILS', 0.6)]
FLEPPILIVA:[('FLEKPVVPL', 0.631578947368421), ('LLQEPIVSA', 0.631578947368421), ('FLPWIIKAA', 0.631578947368421), ('FLPILSPAL', 0.631578947368421), ('FLVPIHLGV', 0.631578947368421)]
YLEPGIGLVA:[('LLQEPIVSA', 0.631578947368421), ('YLMEDGQLV', 0.631578947368421), ('YLGDIIYLV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLLPGAPIL', 0.631578947368421)]
LLEPPGLPVP:[('LLPPRLPPA', 0.7368421052631579), ('LLKEVQLPV', 0.631578947368421), ('LVLELPPTL', 0.631578947368421), ('LLPGHTVLV', 0.631578947368421), ('LLWPAPGPI', 0.631578947368421)]
ILEPELVVPP:[('FLEKPVVPL', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('ILVERPELL', 0.631578947368421), ('YLPELVHAVV', 0.6), ('WYLPELVHAV', 0.6)]
ILLGPPLAAA:[('ILQGLAFAL', 0.631578947368421), ('LLLRAAATV', 0.631578947368421), ('YLPDFPAAA', 0.631578947368421), ('LLPPRLPPA', 0.631578947368421), ('LLGPQNWPL', 0.631578947368421)]
YLPGPGLVAP:[('SLPGGLVPTV', 0.7), ('YLPELVHAV', 0.631578947368421), ('YLLPGAPIL', 0.631578947368421), ('YLIPKGTLV', 0.631578947368421), ('YLLGLDAPV', 0.631578947368421)]
ILEPPVVAAV:[('LLPVVAIRV', 0.631578947368421), ('GLDHEVVAV', 0.631578947368421), ('WLSPPVVVI', 0.631578947368421), ('KILEYVVGV', 0.631578947368421), ('ILSIPVNAV', 0.631578947368421)]
LLEPPAAAAP:[('YLPDFPAAA', 0.631578947368421), ('NLFPAAAAA', 0.631578947368421), ('MLPPNTAAA', 0.631578947368421), ('ALSTLPPTA', 0.5263157894736842), ('LLQEPIVSA', 0.5263157894736842)]
ILEPPPLPAV:[('ILYEYLAEV', 0.631578947368421), ('LLPPRLPPA', 0.631578947368421), ('KLQEPPASV', 0.631578947368421), ('ILVLEPQPWL', 0.6), ('ILAPLAVTSI', 0.6)]
ILEPGVVAAA:[('ILFTELAAA', 0.631578947368421), ('GIRLEGVALV', 0.6), ('FLEKPVVPL', 0.5263157894736842), ('YVLEVDAAI', 0.5263157894736842), ('RLEGVALVV', 0.5263157894736842)]
YLEPVPAAAL:[('YLPDFPAAA', 0.7368421052631579), ('FLEKPVVPL', 0.631578947368421), ('YVLEVDAAI', 0.631578947368421), ('QLNEVAALI', 0.631578947368421), ('YLPAANHLL', 0.631578947368421)]
LLEPGLVVAA:[('SLLESLVLVA', 0.7), ('LLEEGSLVQV', 0.7), ('VLLTGLHVV', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('LLQEPIVSA', 0.631578947368421)]
LLEPGVLPAA:[('LLQEPIVSA', 0.631578947368421), ('LLKEVQLPV', 0.631578947368421), ('LLPGHTVLV', 0.631578947368421), ('LLSPGVRLI', 0.631578947368421), ('LLPPRLPPA', 0.631578947368421)]
ILEPGPLAAA:[('ILFTELAAA', 0.7368421052631579), ('ILQGLAFAL', 0.631578947368421), ('YLPDFPAAA', 0.631578947368421), ('AILQGLAFA', 0.631578947368421), ('ILEDEQPGL', 0.631578947368421)]
ILEPGGLVVA:[('SLPGGLVPTV', 0.7), ('RLEGVALVV', 0.631578947368421), ('ILEDEQPGL', 0.631578947368421), ('ILNELVTWA', 0.631578947368421), ('YLIPKGTLVV', 0.6)]
ILEPGLVPAG:[('ILEDEQPGL', 0.631578947368421), ('ILNELVTWA', 0.631578947368421), ('SLVELVPGV', 0.631578947368421), ('SLSEGGLVPI', 0.6), ('RSLVELVPGV', 0.6)]
LLEPPIGPPP:[('LLPPRLPPA', 0.631578947368421), ('KLLELLPGT', 0.5263157894736842), ('LLQEPIVSA', 0.5263157894736842), ('LVLELPPTL', 0.5263157894736842), ('LLSAPGPHI', 0.5263157894736842)]
LLEPPLLVAV:[('SLLESLVLVA', 0.7), ('LLQEPIVSA', 0.631578947368421), ('LVLELPPTL', 0.631578947368421), ('LLPVVAIRV', 0.631578947368421), ('LLFPLLWAL', 0.631578947368421)]
FLGPGGLAAA:[('FLGLFPSGL', 0.631578947368421), ('VLGPCGAPAV', 0.6), ('FLQGPGAVHI', 0.6), ('GITGGLMAI', 0.5263157894736842), ('ILQGLAFAL', 0.5263157894736842)]
ILLPIGVVAP:[('LLQEPIVSA', 0.631578947368421), ('LLPVVAIRV', 0.631578947368421), ('LLPGHTVLV', 0.631578947368421), ('YLLPGAPIL', 0.631578947368421), ('ILRIGGVVLV', 0.6)]
FLEPPLVPAV:[('FVPSPVPAI', 0.631578947368421), ('FLEKPVVPL', 0.631578947368421), ('FLPYFVPGV', 0.631578947368421), ('FLLVTAVTL', 0.631578947368421), ('LLPPRLPPA', 0.631578947368421)]
YLEPPPLVAP:[('YLPELVHAV', 0.631578947368421), ('YLPELVHAVV', 0.6), ('WYLPELVHAV', 0.6), ('YLWNELPTVA', 0.6), ('FLEKPVVPL', 0.5263157894736842)]
ILEPGGLVPP:[('SLSEGGLVPI', 0.7), ('SLPGGLVPTV', 0.7), ('ILEDEQPGL', 0.631578947368421), ('ILRIGGVVLV', 0.6), ('GIRLEGVALV', 0.6)]
ILPPGLGAAP:[('ILQGLAFAL', 0.631578947368421), ('AILQGLAFA', 0.631578947368421), ('KLFPEPSGL', 0.5263157894736842), ('ILPQGLTWI', 0.5263157894736842), ('YLPDFPAAA', 0.5263157894736842)]
ILEPGGPAAP:[('KLEGGAQGV', 0.5263157894736842), ('ILQGLAFAL', 0.5263157894736842), ('MLAAEPPTA', 0.5263157894736842), ('SLIEAAPEF', 0.5263157894736842), ('ILFGPSVAL', 0.5263157894736842)]
YLEPGPVAPV:[('RLEGVALVV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLLPGAPIL', 0.631578947368421), ('YLLGLDAPV', 0.631578947368421), ('YLIPKGTLVV', 0.6)]
LLEPGVGAAA:[('LLQEPIVSA', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('GLLDVTAAA', 0.631578947368421), ('KLLELLPGTV', 0.6), ('SGLLDVTAAA', 0.6)]
FLEPPIVVPP:[('FLEKPVVPL', 0.7368421052631579), ('FLEDVVPDT', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421), ('RLPDPQIVAV', 0.6), ('FMTPPVPPPV', 0.6)]
FLEPIPAVPA:[('FVPSPVPAI', 0.631578947368421), ('FLEKPVVPL', 0.631578947368421), ('FLPWIIKAA', 0.631578947368421), ('FLPILSPAL', 0.631578947368421), ('KLQEPPASV', 0.631578947368421)]
ILEEPGLAPP:[('ILEDEQPGL', 0.7368421052631579), ('ILYEHGLLC', 0.5263157894736842), ('ILYEYLAEV', 0.5263157894736842), ('ILQGLAFAL', 0.5263157894736842), ('FLNEEVLPL', 0.5263157894736842)]
ILEGGVAVAV:[('RLEGVALVV', 0.7368421052631579), ('ILRIGGVVLV', 0.7), ('GIRLEGVALV', 0.7), ('LMVGGVVIV', 0.631578947368421), ('GLMVGGVVIV', 0.6)]
FLEPGGLLAP:[('ILFLEGFLL', 0.631578947368421), ('KLFLQEPGA', 0.631578947368421), ('FLMVTEPGA', 0.631578947368421), ('SLSEGGLVPI', 0.6), ('FMLYELQVLA', 0.6)]
ILEPGGVAAP:[('SLSEGGLVPI', 0.6), ('SLPGGLVPTV', 0.6), ('GIRLEGVALV', 0.6), ('RLQEGVPDM', 0.5263157894736842), ('KLEGGAQGV', 0.5263157894736842)]
LLEGPGLAAL:[('QLLPGLEAL', 0.7368421052631579), ('TLLGIPLAL', 0.7368421052631579), ('STLLGIPLAL', 0.7), ('AQLLPGLEAL', 0.7), ('TLLGIPLALL', 0.7)]
ILEPPGLVAV:[('RLEGVALVV', 0.631578947368421), ('QISGLLVAV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('ILEDEQPGL', 0.631578947368421), ('ILNELVTWA', 0.631578947368421)]
YLEPGPILAP:[('YLLPGAPIL', 0.7368421052631579), ('SYLLPGAPIL', 0.7), ('YLLPGAPILS', 0.7), ('YLLGLDAPV', 0.631578947368421), ('YKLFPEPSGL', 0.6)]
LLPPGGIPAA:[('LLPPRLPPA', 0.631578947368421), ('LLWPAPGPI', 0.631578947368421), ('RLLPPTPAC', 0.631578947368421), ('QLLGIVPEA', 0.631578947368421), ('TLLGIPLAL', 0.631578947368421)]
YLVEPGVVAP:[('FLEKPVVPL', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('YLLPGAPIL', 0.631578947368421), ('SLVELVPGV', 0.631578947368421), ('FLMVTEPGA', 0.631578947368421)]
FLEEPLLPAL:[('FLPILSPAL', 0.7368421052631579), ('FLNEEVLPL', 0.631578947368421), ('LLFPLLWAL', 0.631578947368421), ('FLKEDEQLQL', 0.6), ('FMLYELQVLA', 0.6)]
LLEPPLLPVP:[('KLLELLPGTV', 0.7), ('KLLELLPGT', 0.631578947368421), ('LLKEVQLPV', 0.631578947368421), ('LVLELPPTL', 0.631578947368421), ('HLAEPLDPV', 0.631578947368421)]
ILVPGLVVPP:[('ILVGYPPKC', 0.631578947368421), ('IVVNVPPYL', 0.631578947368421), ('YLIPKGTLVV', 0.6), ('ALVPVPAPAV', 0.6), ('ILVGYPPKCL', 0.6)]
YLEGELVAAP:[('YVLEVDAAI', 0.631578947368421), ('YLMEDGQLV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLLGLDAPV', 0.631578947368421), ('YLQEELKKV', 0.631578947368421)]
ILEPPILPPV:[('HLAEPLDPV', 0.631578947368421), ('ILWIGLPNV', 0.631578947368421), ('RLPTPIPEEV', 0.6), ('ILVLEPQPWL', 0.6), ('SILWIGLPNV', 0.6)]
ILEPGIVAAV:[('GIRLEGVALV', 0.7), ('RLEGVALVV', 0.631578947368421), ('LLQEPIVSA', 0.631578947368421), ('ILSINVATV', 0.631578947368421), ('ILSIPVNAV', 0.631578947368421)]
YLGPGGVLAV:[('YLAGAVGGL', 0.631578947368421), ('LLPGHTVLV', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YPLGPAVITL', 0.6), ('YLPELVHAVV', 0.6)]
FLEPGVVLPP:[('FLEKPVVPL', 0.7368421052631579), ('FLNEEVLPL', 0.631578947368421), ('FLEDVVPDT', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('KLFLEKPVV', 0.631578947368421)]
ILEEEGVAAP:[('GIRLEGVALV', 0.6), ('RLQEGVPDM', 0.5263157894736842), ('ILYEYLAEV', 0.5263157894736842), ('YVLEVDAAI', 0.5263157894736842), ('RLEGVALVV', 0.5263157894736842)]
LLEPGPVAAV:[('LLGPGPVITV', 0.7), ('RLEGVALVV', 0.631578947368421), ('LLQEPIVSA', 0.631578947368421), ('LLPVVAIRV', 0.631578947368421), ('LLPGHTVLV', 0.631578947368421)]
YLEPPGLAAL:[('ILQGLAFAL', 0.631578947368421), ('YLPDFPAAA', 0.631578947368421), ('YLPPEAFAF', 0.631578947368421), ('YLPAANHLL', 0.631578947368421), ('QLLPGLEAL', 0.631578947368421)]
ILEPGLVAAA:[('ILFTELAAA', 0.7368421052631579), ('ILQGLAFAL', 0.631578947368421), ('GLLDVTAAA', 0.631578947368421), ('AILQGLAFA', 0.631578947368421), ('ILEDEQPGL', 0.631578947368421)]
LLEPELVAAI:[('YVLEVDAAI', 0.631578947368421), ('LLQEPIVSA', 0.631578947368421), ('KLSLQPELV', 0.631578947368421), ('LLPVVAIRV', 0.631578947368421), ('QLNEVAALI', 0.631578947368421)]
FLEPGGLPAA:[('KLFLQEPGA', 0.631578947368421), ('FLPILSPAL', 0.631578947368421), ('FLMVTEPGA', 0.631578947368421), ('SLSEGGLVPI', 0.6), ('SLPGGLVPTV', 0.6)]
LLEPGLLPAI:[('KLLELLPGT', 0.631578947368421), ('NLLPGLRKL', 0.631578947368421), ('LLSAPGPHI', 0.631578947368421), ('LLFPLLWAL', 0.631578947368421), ('LLSPGVRLI', 0.631578947368421)]
FLVAGLPVAP:[('FVLAGLLGV', 0.631578947368421), ('FLYLSVAGV', 0.631578947368421), ('NLATLPVAL', 0.631578947368421), ('KVAGPVCAV', 0.631578947368421), ('FLATPALPPL', 0.6)]
ILEPGLGVPA:[('ILEDEQPGL', 0.631578947368421), ('QLLGIVPEA', 0.631578947368421), ('ILNELVTWA', 0.631578947368421), ('SLSEGGLVPI', 0.6), ('SLPGGLVPTV', 0.6)]
LLEEPVAPPP:[('LLQEPIVSA', 0.631578947368421), ('LLWPAPGPI', 0.631578947368421), ('QLLEYEVSA', 0.631578947368421), ('FLEKPVVPL', 0.5263157894736842), ('LLKEVQLPV', 0.5263157894736842)]
FLEGGGAPAP:[('FLATPALPPL', 0.6), ('VLGPCGAPAV', 0.6), ('KLEGGAQGV', 0.5263157894736842), ('FLEKPVVPL', 0.5263157894736842), ('FLEGQRATL', 0.5263157894736842)]
FLEEPLVAAL:[('FLNEEVLPL', 0.631578947368421), ('FLLVTAVTL', 0.631578947368421), ('QLNEVAALI', 0.631578947368421), ('FLLESEYAA', 0.631578947368421), ('FLPILSPAL', 0.631578947368421)]
ILEPVPVAAP:[('GLYPVPVPL', 0.631578947368421), ('ALVPVPAPAV', 0.6), ('FLEKPVVPL', 0.5263157894736842), ('YVLEVDAAI', 0.5263157894736842), ('RIDEVVPRA', 0.5263157894736842)]
YLEPPILAAP:[('YLPDFPAAA', 0.631578947368421), ('YLLPGAPIL', 0.631578947368421), ('YLPPEAFAF', 0.631578947368421), ('SYLLPGAPIL', 0.6), ('YLEMPSSHIL', 0.6)]
YLEPPLVGAA:[('YVLEVDAAI', 0.631578947368421), ('YLPDFPAAA', 0.631578947368421), ('YLPELVHAV', 0.631578947368421), ('YLPPEAFAF', 0.631578947368421), ('YLPELVHAVV', 0.6)]
FLVEEGIVAA:[('FVLQVGINV', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421), ('FLLESEYAA', 0.631578947368421), ('FLMVTEPGA', 0.631578947368421), ('SLVDIVMAMA', 0.6)]
FLEPGGLVPV:[('SLPGGLVPTV', 0.8), ('SLSEGGLVPI', 0.7), ('FLEKPVVPL', 0.631578947368421), ('RLEGVALVV', 0.631578947368421), ('FLVSEGYVV', 0.631578947368421)]
FLVPPPLPAP:[('FVPSPVPAI', 0.631578947368421), ('LLPPRLPPA', 0.631578947368421), ('FLPILSPAL', 0.631578947368421), ('FVPPGALYA', 0.631578947368421), ('FLATPALPPL', 0.6)]
YLVPVGLIVV:[('YLIPKGTLVV', 0.7), ('YLVAVVGNL', 0.631578947368421), ('AVVGNLLIV', 0.631578947368421), ('TLVPQVLIL', 0.631578947368421), ('TVFPVIVTV', 0.631578947368421)]
ILEPPLGAAP:[('ILFTELAAA', 0.631578947368421), ('ILVLEPQPWL', 0.6), ('FLEKPVVPL', 0.5263157894736842), ('ILYEYLAEV', 0.5263157894736842), ('ILQGLAFAL', 0.5263157894736842)]
YLLPPGLVAP:[('YLLPGAPIL', 0.7368421052631579), ('YLLGLDAPV', 0.7368421052631579), ('SYLLPGAPIL', 0.7), ('YLLGLDAPVA', 0.7), ('YLLPGAPILS', 0.7)]
YLEPILLAVA:[('YLPELVHAV', 0.631578947368421), ('YLELLGHVL', 0.631578947368421), ('YLEQILFVL', 0.631578947368421), ('YLPELVHAVV', 0.6), ('YLPAANHLLV', 0.6)]
LLEPGLVVAP:[('SLLESLVLVA', 0.7), ('LLEEGSLVQV', 0.7), ('FLEKPVVPL', 0.631578947368421), ('VLLTGLHVV', 0.631578947368421), ('RLEGVALVV', 0.631578947368421)]
